geographicAreaM49	timePointYears	Value_4103	Value_4101	Value_4102	Value_4105	Value_4104	Value_4106	Value_4107	Value_4100	Value_4160	Value_4162	Value_4168	Value_4108	Value_4109	Value_4110	Value_4150	Value_4155	Value_4157	Value_4154	Value_4156	Value_4158	Value_4164	Value_4176	Value_4174	Value_4182	Value_4452	Value_4185	Value_4187	Value_4188	Value_4190	Value_4192	Value_4509	Value_4193	Value_4194	Value_4196	Value_4195	Value_4253	Value_4251	Value_4252	Value_4250	Value_4254	Value_4255	Value_4256	Value_4257	Value_4263	Value_4264	Value_4265	Value_4451	Value_4271	Value_4260	Value_4273	Value_4275	Value_4300	Value_4303	Value_4304	Value_4305	Value_4311	Value_4308	Value_4309	Value_4310	Value_4313	Value_4312	Value_4316	Value_4317	Value_4314	Value_4315	Value_4319	Value_4323	Value_4320	Value_4324	Value_4321	Value_4325	Value_4322	Value_4327	Value_4326	Value_4328	Value_4318	Value_4330	Value_4307	Value_4331	Value_4445	Value_4400	Value_4446	Value_4448	Value_4450	Value_4455	Value_4454	Value_4457	Value_4458	Value_4112	Value_4459	Value_4462	Value_4379	Value_4461	Value_4463	Value_4464	Value_4466	Value_4465	Value_4467	Value_4468	Value_4470	Value_4471	Value_4197	Value_4514	Value_4513	Value_4531	Value_4532	Value_4538	Value_4449	Value_4550	Value_4549	Value_4551	Value_4552	Value_4553	Value_4554	Value_4548	Value_4555	Value_4546	Value_4547	Value_4556	Value_4557	Imputation
Dominican Republic	1999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	22	59.33	78.01	210.4	NA	NA	NA	NA	100	269.7	37.99	NA	20.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	269.7	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	17.87	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7	NA	NA	67.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	106	NA	219.3	1.937	NA	NA	NA	NA	NA	NA	29.81	NA	460.2	0	120	24.32	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2002	1318	898	420	3171	8832	5661	181.5	4867	0	0	0	539	412	127	68.62	23.5	23.5	4.161	4.161	2661	0	0	0	0	0	23.5	4.161	23.5	2661	0	NA	NA	NA	NA	2.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710	NA	NA	NA	NA	NA	NA	NA	NA	NA	3009	26600000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.08	NA	NA	NA	NA	7.36	475.5	14.33	3762	NA	7.18	NA	NA	NA	NA	1740000000	NA	7800000000	14600000000	NA	NA	No
Dominican Republic	2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137	296.2	216.2	NA	137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.12	NA	No
Dominican Republic	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.47	0.724	0.259	4.487	82.03	13.24	4.735	575.5	5.451	NA	NA	NA	25.32	NA	19.09	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2	NA	NA	76.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.65	107.5	NA	241.9	2.299	NA	NA	NA	NA	NA	NA	33.4	NA	690.7	0.0031	48.7	34.73	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4765	NA	NA	NA	1.61	No
Dominican Republic	2007	1220	820	400	2772	9504	6732	195.3	4867	0	0	0	489	350	139	68.62	23.5	23.5	4.161	4.161	2473	0	0	0	0	0	23.5	4.161	23.5	2473	0	NA	NA	NA	NA	2.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710	NA	NA	NA	NA	NA	NA	NA	NA	NA	4637	44100000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.07	NA	NA	NA	NA	27.25	472.1	11.74	4166	NA	7.18	NA	NA	NA	NA	2880000000	NA	12600000000	25100000000	NA	NA	No
Dominican Republic	2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	306.5	294.2	NA	NA	306.5	NA	NA	306.5	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.17	NA	26.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.156	0.855	0.586	5.715	79.86	11.95	8.189	704.7	7.137	NA	NA	NA	NA	NA	24.32	30.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.37	NA	NA	84.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.73	109.4	NA	226.6	2.301	NA	NA	NA	NA	NA	NA	43.73	NA	748.9	0	26.51	44.5	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2012	1155	800	355	2341	10155	7814	208.7	4867	0	0	0	442	295	147	68.62	23.5	23.5	4.161	4.161	2314	0	0	0	0	0	23.5	4.161	23.5	2314	0	NA	NA	NA	NA	2.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710	NA	NA	NA	NA	NA	NA	NA	NA	NA	5967	60600000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.73	NA	NA	NA	NA	57.71	562.8	9.742	4537	NA	7.18	NA	NA	NA	NA	3260000000	NA	15500000000	38000000000	NA	1.61	No
Dominican Republic	2013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Dominican Republic	2014	1155	800	355	NA	NA	NA	NA	4867	0	0	0	423	275	148	68.62	23.5	23.5	4.161	4.161	2232	0	0	0	0	0	23.5	4.161	23.5	2232	0	NA	NA	NA	NA	2.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.73	NA	NA	NA	NA	NA	NA	9.048	4675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	No
Dominican Republic	2015	NA	NA	NA	2115	10528	8413	216.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6374	67100000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	218.6	2.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3660000000	NA	17300000000	42300000000	NA	NA	No
Dominican Republic	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Dominican Republic	1960	1005	730	275	2385	3521	1136	72.34	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	6674	0	0	0	0	0	23.5	4.161	23.5	6674	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	234.1	824000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	20.65	10.14	0.0357	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	210000000	NA	282000000	715000000	NA	1.61	Yes
Dominican Republic	1962	1005	730	275	2385	3521	1136	72.34	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	6674	0	0	0	0	0	23.5	4.161	23.5	6674	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	234.1	824000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	20.65	9.3975	0.0357	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	210000000	NA	282000000	715000000	NA	1.61	Yes
Dominican Republic	1965	1042.5	755	287.5	2486.5	3823	1336.5	78.545	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	6185.5	0	0	0	0	0	23.5	4.161	23.5	6185.5	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	242.5	927000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	21.42	8.655	0.0357	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	210000000	NA	282000000	568500000	NA	1.61	Yes
Dominican Republic	1967	1080	780	300	2588	4125	1537	84.75	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	5697	0	0	0	0	0	23.5	4.161	23.5	5697	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	250.9	1030000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	22.19	8.0775	0.0357	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	210000000	NA	282000000	422000000	NA	1.61	Yes
Dominican Republic	1970	1125	815	310	2661	4442.5	1781.5	91.275	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	5317	0	0	0	0	0	23.5	4.161	23.5	5317	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	334.2	1510000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	23.115	7.5	0.0357	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	309500000	NA	415500000	623000000	NA	1.61	Yes
Dominican Republic	1972	1170	850	320	2734	4760	2026	97.8	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	4937	0	0	0	0	0	23.5	4.161	23.5	4937	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	417.5	1990000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	24.04	40.125	0.2147	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	409000000	NA	549000000	824000000	NA	1.61	Yes
Dominican Republic	1975	1255	920	335	2772.5	5086	2313.5	104.5	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	4639.5	0	0	0	0	0	23.5	4.161	23.5	4639.5	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	632.55	3290000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	25.785	72.75	0.3937	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	665000000	NA	949500000	1342000000	NA	1.61	Yes
Dominican Republic	1977	1340	990	350	2811	5412	2601	111.2	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	4342	0	0	0	0	0	23.5	4.161	23.5	4342	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	847.6	4590000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	27.53	117.075	0.68735	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	921000000	NA	1350000000	1860000000	NA	1.61	Yes
Dominican Republic	1980	1385	1032.5	352.5	2827	5745.5	2918.5	118.05	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	4104	0	0	0	0	0	23.5	4.161	23.5	4104	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1078.8	6275000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	28.455	161.4	0.981	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	1165500000	NA	1815000000	2830000000	NA	1.61	Yes
Dominican Republic	1982	1430	1075	355	2843	6079	3236	124.9	4867	0	0	0	585	528	57	68.62	23.5	23.5	4.161	4.161	3866	0	0	0	0	0	23.5	4.161	23.5	3866	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1310	7960000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	29.38	210.05	1.3655	NA	NA	7.36	475.5	30.3	1931	29.81	7.18	460.2	0	120	24.32	1410000000	NA	2280000000	3800000000	NA	1.61	Yes
Dominican Republic	1985	1433.5	1033	400.5	2951.5	6422	3470.5	131.95	4867	0	0	0	601.5	544.5	57	68.62	23.5	23.5	4.161	4.161	3670	0	0	0	0	0	23.5	4.161	23.5	3670	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1085.7	6895000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	29.455	258.7	1.75	NA	NA	7.36	475.5	28.825	2095.5	29.81	7.18	460.2	0	120	24.32	1051000000	NA	1745000000	3655000000	NA	1.61	Yes
Dominican Republic	1987	1437	991	446	3060	6765	3705	139	4867	0	0	0	618	561	57	68.62	23.5	23.5	4.161	4.161	3474	0	0	0	0	0	23.5	4.161	23.5	3474	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	861.4	5830000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	29.53	246.95	1.7535	NA	NA	7.36	475.5	27.35	2260	29.81	7.18	460.2	0	120	24.32	692000000	NA	1210000000	3510000000	NA	1.61	Yes
Dominican Republic	1990	1391.5	945.5	446	3162	7117	3955	146.25	4867	0	0	0	617.5	561	56.5	68.62	23.5	23.5	4.161	4.161	3310	0	0	0	0	0	23.5	4.161	23.5	3310	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1185.7	8565000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	28.595	235.2	1.757	NA	NA	7.36	475.5	25.605	2423	29.81	7.18	460.2	0	120	24.32	991000000	NA	2365000000	4515000000	NA	1.61	Yes
Dominican Republic	1992	1346	900	446	3264	7469	4205	153.5	4867	0	0	0	617	561	56	68.62	23.5	23.5	4.161	4.161	3146	0	0	0	0	0	23.5	4.161	23.5	3146	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1510	11300000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	27.66	235.5333333	1.814	NA	NA	7.36	475.5	23.86	2586	29.81	7.18	460.2	0	120	24.32	1290000000	NA	3520000000	5520000000	NA	1.61	Yes
Dominican Republic	1994	1330.666667	886.6666667	444	3265.666667	7700.333333	4434.666667	158.2333333	4867	0	0	0	604.3333333	539	65.33333333	68.62	23.5	23.5	4.161	4.161	3057	0	0	0	0	0	23.5	4.161	23.5	3057	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	35	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	1806.666667	14066666667	2	NA	NA	269.7	NA	NA	NA	NA	100	106	27.34333333	235.8666667	1.871	NA	NA	7.36	475.5	22.12	2759.666667	29.81	7.18	460.2	0	120	24.32	1403333333	NA	4376666667	7080000000	NA	1.61	Yes
Dominican Republic	1995	1315.333333	873.3333333	442	3267.333333	7931.666667	4664.333333	162.9666667	4867	0	0	0	591.6666667	517	74.66666667	68.62	23.5	23.5	4.161	4.161	2968	0	0	0	0	0	23.5	4.161	23.5	2968	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	30.7175	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	2103.333333	16833333333	2	NA	NA	269.7	NA	NA	NA	NA	100	106	27.02666667	236.2	1.928	NA	NA	7.36	475.5	20.38	2933.333333	29.81	7.18	460.2	0	120	24.32	1516666667	NA	5233333333	8640000000	NA	1.61	Yes
Dominican Republic	1997	1300	860	440	3269	8163	4894	167.7	4867	0	0	0	579	495	84	68.62	23.5	23.5	4.161	4.161	2879	0	0	0	0	0	23.5	4.161	23.5	2879	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	26.435	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	2400	19600000000	2	NA	NA	269.7	NA	NA	NA	NA	100	106	26.71	230.5666667	1.931	NA	NA	7.36	475.5	18.64	3107	29.81	7.18	460.2	0	120	24.32	1630000000	NA	6090000000	10200000000	NA	1.61	Yes
Dominican Republic	1999	1306	872.6666667	433.3333333	3236.333333	8386	5149.666667	172.3	4867	0	0	0	565.6666667	467.3333333	98.33333333	68.62	23.5	23.5	4.161	4.161	2806.333333	0	0	0	0	0	23.5	4.161	23.5	2806.333333	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	22.1525	20.7	NA	NA	NA	NA	269.7	267.7	NA	NA	269.7	NA	NA	269.7	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.7	37.99	710	20.46	NA	NA	NA	NA	20.7	NA	NA	67.93	2603	21933333333	2	NA	NA	269.7	NA	NA	NA	NA	100	106	26.83333333	224.9333333	1.934	NA	NA	7.36	475.5	17.20333333	3325.333333	29.81	7.18	460.2	0	120	24.32	1666666667	NA	6660000000	11666666667	NA	1.61	Yes
Dominican Republic	2000	1312	885.3333333	426.6666667	3203.666667	8609	5405.333333	176.9	4867	0	0	0	552.3333333	439.6666667	112.6666667	68.62	23.5	23.5	4.161	4.161	2733.666667	0	0	0	0	0	23.5	4.161	23.5	2733.666667	0	NA	NA	NA	NA	2.469	4.865	0.6	0.065	4.2	86.33	12.33	1.336	550.8	4.865	NA	NA	NA	NA	NA	17.87	20.7	NA	NA	NA	NA	274.9571429	271.4857143	NA	NA	274.9571429	NA	NA	274.9571429	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	251.8666667	38.73	710	21.32857143	NA	NA	NA	NA	20.7	NA	NA	67.93	2806	24266666667	3.465714286	NA	NA	251.8666667	NA	NA	NA	NA	100	106	26.95666667	219.3	1.937	NA	NA	7.36	475.5	15.76666667	3543.666667	29.81	7.18	460.2	0	120	24.32	1703333333	NA	7230000000	13133333333	NA	1.61	Yes
