geographicAreaM49	timePointYears	Value_4103	Value_4101	Value_4102	Value_4105	Value_4104	Value_4106	Value_4107	Value_4100	Value_4160	Value_4162	Value_4168	Value_4108	Value_4109	Value_4110	Value_4150	Value_4155	Value_4157	Value_4154	Value_4156	Value_4158	Value_4164	Value_4176	Value_4174	Value_4182	Value_4452	Value_4185	Value_4187	Value_4188	Value_4190	Value_4192	Value_4509	Value_4193	Value_4194	Value_4196	Value_4195	Value_4253	Value_4251	Value_4252	Value_4250	Value_4254	Value_4255	Value_4256	Value_4257	Value_4263	Value_4264	Value_4265	Value_4451	Value_4271	Value_4260	Value_4273	Value_4275	Value_4300	Value_4303	Value_4304	Value_4305	Value_4311	Value_4308	Value_4309	Value_4310	Value_4313	Value_4312	Value_4316	Value_4317	Value_4314	Value_4315	Value_4319	Value_4323	Value_4320	Value_4324	Value_4321	Value_4325	Value_4322	Value_4327	Value_4326	Value_4328	Value_4318	Value_4330	Value_4307	Value_4331	Value_4445	Value_4400	Value_4446	Value_4448	Value_4450	Value_4455	Value_4454	Value_4457	Value_4458	Value_4112	Value_4459	Value_4462	Value_4379	Value_4461	Value_4463	Value_4464	Value_4466	Value_4465	Value_4467	Value_4468	Value_4470	Value_4471	Value_4197	Value_4514	Value_4513	Value_4531	Value_4532	Value_4538	Value_4449	Value_4550	Value_4549	Value_4551	Value_4552	Value_4553	Value_4554	Value_4548	Value_4555	Value_4546	Value_4547	Value_4556	Value_4557	Imputation
Afghanistan	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128.4	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1962	7760	7700	60	8539	9344	804.9	14.31	65286	10	0	9	NA	NA	NA	213.5	37.5	47.15	10.65	1	5046	19	18.18	0.82	18.18	0	55.68	10.65	65.33	6992	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.5	547000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.7	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1967	7979	7844	135	9303	10369	1066	15.88	65286	10	0	9	NA	NA	NA	213.5	37.5	47.15	10.65	1	4547	19	18.18	0.82	18.18	0	55.68	10.65	65.33	6301	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2715	NA	NA	NA	2715	NA	NA	2715	NA	NA	100	15.4	418.1	84.6	2297	0	NA	NA	NA	NA	NA	NA	NA	34.03	NA	NA	NA	NA	NA	NA	NA	NA	161.4	1670000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171.5	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1972	8046	7910	136	10283	11717	1434	17.95	65286	10	0	9	NA	NA	NA	213.5	37.5	47.15	10.65	1	4024	19	18.18	0.82	18.18	0	55.68	10.65	65.33	5576	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.2	1600000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.7	NA	NA	NA	NA	NA	NA	819.5	10.7	NA	NA	NA	NA	NA	NA	16.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	153.9	2.009	NA	NA	NA	NA	NA	NA	23.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1977	8050	7910	140	11168	13056	1888	20	65286	10	0	9	NA	NA	NA	213.5	37.5	47.15	10.65	1	3611	19	18.18	0.82	18.18	0	55.68	10.65	65.33	5004	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	226.2	2950000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158.6	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	274.6	3480000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1982	8054	7910	144	10622	12667	2045	19.4	65286	10	0	9	2845	1991	854	213.5	37.5	47.15	10.65	1	3722	19	18.18	0.82	18.18	0	55.68	10.65	65.33	5157	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.34	NA	NA	NA	NA	NA	NA	70.07	4060	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	177.2	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1987	8045	7910	135	9403	11338	1935	17.37	65286	10	0	9	2418	1708	710	213.5	37.5	47.15	10.65	1	4159	19	18.18	0.82	18.18	0	55.68	10.65	65.33	5762	28.72	NA	NA	NA	NA	NA	26.11	0.2611	0	25.85	99	1	0	2303	26.11	NA	NA	NA	NA	NA	39.57	39.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.38	NA	NA	23.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	134.9	12.32	NA	NA	NA	NA	0	2280	68.77	3516	56.22	18.89	NA	0	NA	0	NA	NA	NA	NA	NA	NA	No
Afghanistan	1990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2660	NA	NA	NA	NA	NA	NA	NA	146.2	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1992	8030	7910	120	11138	13746	2608	21.06	65286	10	0	9	2894	2053	841	213.5	37.5	47.15	10.65	1	3430	19	18.18	0.82	18.18	0	55.68	10.65	65.33	4753	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.3	NA	NA	NA	NA	NA	NA	67.18	4308	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3199	NA	NA	NA	3199	NA	NA	3199	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.4	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1997	7790	7685	105	14162	18034	3872	27.62	65286	10	0	9	3791	2679	1112	213.5	37.5	47.15	10.65	1	2615	19	18.18	0.82	18.18	0	55.68	10.65	65.33	3623	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.93	NA	NA	NA	NA	NA	NA	65.05	5828	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.28	0.1542	0.1285	NA	98.62	0.7604	0.6336	943.8	20.28	NA	NA	NA	NA	NA	NA	31.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.01	NA	NA	7.176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	31.69	NA	93.5	2.009	NA	NA	NA	NA	NA	NA	43.67	NA	12.35	NA	7.514	9.985	NA	NA	NA	NA	NA	NA	No
Afghanistan	2002	7753	7678	75	16621	21487	4866	32.91	65286	10	0	9	4292	2991	1301	213.5	37.5	47.15	10.65	1	2194	19	18.18	0.82	18.18	0	55.68	10.65	65.33	3040	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3208	NA	NA	NA	3208	NA	NA	3208	NA	NA	100	17.99	577.2	82.01	2631	NA	NA	NA	NA	66.71	2140	NA	NA	41.38	NA	NA	NA	NA	NA	NA	NA	NA	192.2	4130000000	NA	NA	NA	2140	66.71	NA	NA	NA	NA	NA	11.88	NA	NA	NA	NA	5.98	930.8	63.03	6809	NA	18.89	NA	NA	NA	NA	1570000000	NA	966000000	1540000000	NA	NA	No
Afghanistan	2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2034	0.1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.73	NA	77.63	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.45	19.79	NA	NA	NA	NA	NA	NA	No
Afghanistan	2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.119	No
Afghanistan	2007	7910	7794	116	19663	25878	6215	39.64	65286	10	0	9	5062	3458	1604	213.5	37.5	47.15	10.65	1	1822	19	18.18	0.82	18.18	0	55.68	10.65	65.33	2525	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	380.4	9840000000	NA	NA	NA	2307	NA	NA	NA	NA	NA	NA	12.12	NA	NA	NA	NA	6.55	NA	61.04	8293	NA	18.89	NA	NA	NA	NA	2930000000	NA	2620000000	4030000000	NA	NA	No
Afghanistan	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.58	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.93	NA	No
Afghanistan	2012	7910	7790	120	22131	29727	7596	45.53	65286	10	0	9	5684	3768	1916	213.5	37.5	47.15	10.65	1	1586	19	18.18	0.82	18.18	0	55.68	10.65	65.33	2198	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	690.8	20500000000	NA	106.5	NA	2044	NA	106.5	NA	NA	NA	NA	12.12	NA	NA	NA	NA	NA	NA	59.2	9602	NA	18.89	NA	NA	NA	NA	4860000000	0.4509	4310000000	10600000000	NA	2.119	No
Afghanistan	2014	7910	7771	139	NA	NA	NA	NA	65286	10	0	9	5931	3896	2035	213.5	37.5	47.15	10.65	1	1450	19	18.18	0.82	18.18	0	55.68	10.65	65.33	2008	28.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.12	NA	NA	NA	NA	NA	NA	58.4	10156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.119	No
Afghanistan	2015	NA	NA	NA	23980	32527	8547	49.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	590.3	19200000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.76	2.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4050000000	NA	4340000000	10300000000	NA	NA	No
Afghanistan	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No
Afghanistan	1960	7760	7700	60	8539	9344	804.9	14.31	65286	10	0	9	2845	1991	854	213.5	37.5	47.15	10.65	1	5046	19	18.18	0.82	18.18	0	55.68	10.65	65.33	6992	28.72	NA	NA	NA	NA	NA	10.7	0.2611	0	25.85	99	1	0	819.5	10.7	NA	NA	NA	NA	NA	39.57	16.38	NA	NA	NA	NA	2715	NA	NA	NA	2715	NA	NA	2715	NA	NA	100	15.4	418.1	84.6	2297	NA	NA	NA	NA	NA	2660	NA	NA	34.03	NA	NA	NA	NA	22.69	NA	NA	23.03	58.5	547000000	NA	NA	NA	2660	NA	NA	NA	NA	100	134.9	11.89	128.4	1.2	NA	NA	0	2280	70.07	4060	23.04	18.89	NA	0	7.514	0	1570000000	NA	966000000	1540000000	NA	2.119	Yes
Afghanistan	1962	7760	7700	60	8539	9344	804.9	14.31	65286	10	0	9	2845	1991	854	213.5	37.5	47.15	10.65	1	5046	19	18.18	0.82	18.18	0	55.68	10.65	65.33	6992	28.72	NA	NA	NA	NA	NA	10.7	0.2611	0	25.85	99	1	0	819.5	10.7	NA	NA	NA	NA	NA	39.57	16.38	NA	NA	NA	NA	2715	NA	NA	NA	2715	NA	NA	2715	NA	NA	100	15.4	418.1	84.6	2297	NA	NA	NA	NA	NA	2660	NA	NA	34.03	NA	NA	NA	NA	22.69	NA	NA	23.03	58.5	547000000	NA	NA	NA	2660	NA	NA	NA	NA	100	134.9	11.89	124.1666667	1.2	NA	NA	0	2280	70.07	4060	23.04	18.89	NA	0	7.514	0	1570000000	NA	966000000	1540000000	NA	2.119	Yes
