"geographicAreaM49","timePointYears","Value_4103","Value_4101","Value_4102","Value_4105","Value_4104","Value_4106","Value_4107","Value_4100","Value_4160","Value_4162","Value_4168","Value_4108","Value_4109","Value_4110","Value_4150","Value_4155","Value_4157","Value_4154","Value_4156","Value_4158","Value_4164","Value_4176","Value_4174","Value_4182","Value_4452","Value_4185","Value_4187","Value_4188","Value_4190","Value_4192","Value_4509","Value_4193","Value_4194","Value_4196","Value_4195","Value_4253","Value_4251","Value_4252","Value_4250","Value_4254","Value_4255","Value_4256","Value_4257","Value_4263","Value_4264","Value_4265","Value_4451","Value_4271","Value_4260","Value_4273","Value_4275","Value_4300","Value_4303","Value_4304","Value_4305","Value_4311","Value_4308","Value_4309","Value_4310","Value_4313","Value_4312","Value_4316","Value_4317","Value_4314","Value_4315","Value_4319","Value_4323","Value_4320","Value_4324","Value_4321","Value_4325","Value_4322","Value_4327","Value_4326","Value_4328","Value_4318","Value_4330","Value_4307","Value_4331","Value_4445","Value_4400","Value_4446","Value_4448","Value_4450","Value_4455","Value_4454","Value_4457","Value_4458","Value_4112","Value_4459","Value_4462","Value_4379","Value_4461","Value_4463","Value_4464","Value_4466","Value_4465","Value_4467","Value_4468","Value_4470","Value_4471","Value_4197","Value_4514","Value_4513","Value_4531","Value_4532","Value_4538","Value_4449","Value_4550","Value_4549","Value_4551","Value_4552","Value_4553","Value_4554","Value_4548","Value_4555","Value_4546","Value_4547","Value_4556","Value_4557","Imputation"
"China",1991,130710,122899,7811,851007,1191064,340057,124,960000,17,0,10,490430,258534,231895,6192,2712,2813,828,727,2365,27,27,0,27,0,2739,828,2840,2387,0,NA,NA,NA,NA,NA,508,31,64,412,81,6,12,411,508,0,3,NA,NA,NA,14,17,19621,15655,4117,14,50258,49722,535,NA,50225,NA,NA,50225,NA,NA,100,21,11687,75,39881,NA,NA,56,28263,86,43707,71,70000,38,NA,NA,31,NA,18,0,100,25,322,NA,535,NA,NA,43707,86,NA,2,1330,100,84,13,376,479,NA,1300,38,348,71,687995,25,817,94,0,4,7,NA,NA,NA,NA,NA,1,"Yes"
"China",1992,131583,123562,8021,857079,1215354,358275,126,960000,17,0,10,500859,263305,237554,6192,2712,2813,828,727,2315,27,27,0,27,0,2739,828,2840,2337,0,NA,NA,NA,NA,NA,516,28,78,410,79,5,15,411,516,0,3,NA,NA,NA,14,18,19772,15655,4117,15,50429,49895,534,NA,50429,NA,NA,50429,NA,NA,100,22,12385,75,40217,NA,NA,56,28608,88,44418,72,70000,38,NA,NA,31,NA,18,0,100,22,349,NA,534,NA,NA,44418,88,NA,2,1386,100,71,13,376,479,NA,1300,41,341,70,706248,25,817,122,0,4,10,NA,NA,NA,NA,NA,1,"Yes"
"China",1993,131530,122707,8822,852947,1230405,377458,128,960000,17,0,10,503016,263863,239152,6192,2712,2813,828,727,2287,27,27,0,27,0,2739,828,2840,2309,0,NA,NA,NA,NA,NA,525,25,92,407,77,4,17,411,525,0,3,NA,NA,NA,14,18,19919,15758,4160,15,50902,50327,575,NA,51395,NA,NA,51395,NA,NA,100,23,13084,74,40552,NA,NA,56,28948,86,44717,73,70000,39,NA,NA,30,NA,18,0,100,19,450,NA,575,NA,NA,44717,87,NA,2,1443,100,57,13,376,479,NA,1300,48,336,70,716177,25,817,150,0,4,13,NA,NA,NA,NA,NA,1,"Yes"
"China",1995,131477,121853,9623,848815,1245456,396641,129,960000,17,0,10,505174,264422,240751,6192,2712,2813,828,727,2260,27,27,0,27,0,2739,828,2840,2281,0,NA,NA,NA,NA,NA,529,30,96,402,76,5,18,412,529,0,3,NA,NA,NA,14,18,20066,15862,4204,15,51376,50760,616,NA,52361,NA,NA,52361,NA,NA,100,23,13782,73,40887,NA,NA,55,29288,85,45017,74,70000,39,NA,NA,30,NA,18,0,100,23,550,NA,616,NA,NA,45017,87,NA,2,1500,100,66,13,376,479,NA,1300,56,330,69,726107,26,817,163,0,5,12,NA,NA,NA,NA,NA,1,"Yes"
"China",1996,131424,120999,10424,844683,1260507,415824,131,960000,17,0,10,507331,264981,242350,6192,2712,2813,828,727,2232,27,27,0,27,0,2739,828,2840,2253,0,NA,NA,NA,NA,NA,533,35,99,397,74,6,18,414,533,0,3,NA,NA,NA,14,18,20066,14438,4204,15,51941,51832,894,NA,53327,NA,NA,53327,NA,NA,100,24,14480,73,41222,NA,NA,54,30135,84,46167,76,70000,40,NA,NA,29,NA,18,0,100,27,650,NA,989,NA,NA,46167,87,NA,2,2206,100,75,13,381,491,NA,1300,64,325,68,736036,26,817,177,0,5,12,NA,NA,NA,NA,NA,1,"Yes"
"China",1997,131371,120145,11226,840551,1275559,435008,132,960000,17,0,10,509489,265540,243949,6192,2712,2813,828,727,2205,27,27,0,27,0,2739,828,2840,2226,0,NA,NA,NA,NA,NA,537,41,103,393,73,7,19,415,537,0,3,NA,NA,NA,13,18,20066,13014,4204,15,52506,52904,1172,NA,53545,NA,NA,53545,NA,NA,100,25,15179,72,41557,NA,NA,55,30982,84,47317,76,70000,41,NA,NA,26,NA,19,0,100,31,751,NA,1362,NA,NA,47317,87,NA,3,2912,100,84,13,387,503,NA,1300,72,319,68,745966,26,817,191,0,5,12,NA,NA,NA,NA,NA,1,"Yes"
"China",1998,130166,118889,11277,828675,1285145,456469,133,960000,17,0,10,509531,265315,244216,6192,2712,2813,828,727,2189,27,27,0,27,0,2739,828,2840,2209,0,NA,NA,NA,NA,NA,541,46,106,388,71,8,19,416,541,0,3,NA,NA,NA,13,19,20066,11590,4204,15,53071,53976,1450,NA,53764,NA,NA,53764,NA,NA,100,26,15877,72,41893,NA,NA,55,31829,84,48467,76,70000,41,NA,NA,23,NA,19,0,100,35,841,NA,1735,NA,NA,48467,87,NA,4,3618,100,92,13,393,515,NA,1300,76,311,67,753926,26,817,204,0,5,11,NA,NA,NA,NA,NA,1,"Yes"
"China",1999,128962,117633,11328,816800,1294731,477931,134,960000,17,0,10,509574,265090,244483,6192,2712,2813,828,727,2173,27,27,0,27,0,2739,828,2840,2193,0,NA,NA,NA,NA,NA,545,52,110,383,70,9,20,417,545,0,3,NA,NA,NA,13,19,20066,10167,4204,15,53636,55049,1728,NA,53982,NA,NA,53982,NA,NA,100,27,16575,71,42228,NA,NA,55,32677,85,49618,77,70000,42,NA,NA,20,NA,19,0,100,39,931,NA,2108,NA,NA,49618,86,NA,5,3618,100,101,13,399,526,NA,1300,79,303,66,761886,26,817,218,0,5,11,NA,NA,NA,NA,NA,1,"Yes"
"China",2000,127757,116377,11379,804925,1304317,499392,135,960000,17,0,10,509616,264865,244750,6192,2712,2813,828,727,2157,27,27,0,27,0,2739,828,2840,2177,0,NA,NA,NA,NA,NA,549,57,113,378,68,10,20,418,549,0,3,NA,NA,NA,13,19,20066,8743,4204,15,54201,56121,2006,NA,54201,NA,NA,54201,NA,NA,100,28,17274,70,42563,NA,NA,56,33524,85,50768,77,70000,42,NA,NA,16,NA,19,0,100,43,1021,NA,2481,NA,NA,50768,86,NA,6,3618,100,110,13,405,538,NA,1300,83,295,66,769846,27,817,231,0,5,10,NA,NA,NA,NA,NA,1,"Yes"
"China",2002,126553,115122,11431,793050,1313904,520854,136,960000,17,0,10,509659,264641,245018,6192,2712,2813,828,727,2141,27,27,0,27,0,2739,828,2840,2161,0,NA,NA,NA,NA,NA,555,60,120,373,67,10,21,419,555,0,3,NA,NA,NA,13,19,20066,7319,4204,15,57113,57193,2284,NA,57113,NA,NA,57113,NA,NA,100,29,17972,70,42898,NA,NA,56,34371,85,51918,81,70000,45,NA,NA,13,NA,19,0,100,45,1111,NA,2854,NA,NA,51918,86,NA,6,3618,100,111,13,410,550,NA,1300,86,288,65,777807,27,817,313,0,7,13,NA,NA,NA,NA,NA,1,"Yes"
"China",2005,125224,113109,12114,769566,1325915,556349,138,960000,17,0,10,509638,264487,245150,6192,2712,2813,828,727,2122,27,27,0,27,0,2739,828,2840,2142,0,NA,NA,NA,NA,NA,560,64,127,369,65,11,22,420,560,0,3,NA,NA,NA,13,19,20066,5895,4204,15,60025,58265,2562,NA,60025,NA,NA,60025,NA,NA,100,29,18670,69,43233,NA,NA,56,35218,85,53068,85,70000,48,NA,NA,10,NA,19,0,100,48,1610,NA,3227,NA,NA,53068,86,NA,6,3618,100,111,13,416,562,NA,1300,92,280,64,789669,27,817,395,0,8,16,NA,NA,NA,NA,NA,1,"Yes"
"China",2006,123895,111097,12797,746083,1337927,591844,139,960000,17,0,10,509617,264334,245283,6192,2712,2813,828,727,2103,27,27,0,27,0,2739,828,2840,2123,0,NA,NA,NA,NA,NA,565,67,133,364,64,11,23,422,565,0,3,NA,NA,NA,12,19,20066,4472,4204,15,62938,59338,2841,NA,62938,NA,NA,62938,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,86,54219,89,70000,51,NA,NA,7,NA,20,0,850,50,2109,NA,3600,NA,NA,54219,86,NA,6,3618,100,112,12,445,606,NA,1300,98,273,63,801531,27,817,476,0,10,18,NA,NA,NA,NA,NA,1,"Yes"
"China",2007,122566,109085,13481,722600,1349939,627339,140,960000,17,0,10,509597,264181,245416,6192,2712,2813,828,727,2084,27,27,0,27,0,2739,828,2840,2104,0,NA,NA,NA,NA,NA,571,71,140,360,63,12,24,423,571,0,3,NA,NA,NA,12,20,20066,4472,4204,15,64323,59338,2841,NA,64323,NA,NA,64323,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,85,55065,91,70000,52,NA,NA,7,NA,20,1,1600,52,2608,NA,3600,NA,NA,55065,85,NA,6,3618,100,113,12,474,651,NA,1300,103,266,62,813393,28,817,558,0,11,21,NA,NA,NA,NA,NA,1,"Yes"
"China",2008,122553,108230,14322,697234,1362076,664841,141,960000,17,0,10,507905,263576,244329,6192,2712,2813,828,727,2065,27,27,0,27,0,2739,828,2840,2085,0,NA,NA,NA,NA,NA,581,71,141,369,63,12,24,427,580,0,3,NA,NA,NA,13,20,20066,4472,4204,15,65708,59338,2841,NA,65708,NA,NA,65708,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,85,55911,93,70000,53,NA,NA,7,NA,20,2,2350,52,3772,NA,3600,NA,NA,55911,85,NA,6,3618,99,108,12,503,696,NA,1300,103,271,61,824177,28,817,800,0,16,32,NA,NA,NA,NA,NA,1,"Yes"
"China",2011,122540,107375,15164,671869,1374213,702343,143,960000,17,0,10,506214,262971,243242,6192,2712,2813,828,727,2047,27,27,0,27,0,2739,828,2840,2067,0,NA,NA,NA,NA,NA,592,72,141,378,63,12,23,431,590,0,3,NA,NA,NA,13,20,20066,4472,4204,15,67093,59338,2841,NA,67093,NA,NA,67093,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,84,56757,95,70000,54,NA,NA,7,NA,20,2,3100,52,4937,NA,3600,NA,NA,56757,84,NA,6,3618,99,103,12,531,740,NA,1300,103,275,60,834961,29,817,1042,0,22,42,NA,NA,NA,NA,NA,1,"Yes"
"China",2012,122527,106521,16006,646504,1386350,739846,144,960000,17,0,10,504523,262367,242156,6192,2712,2813,828,727,2029,27,27,0,27,0,2739,828,2840,2049,0,NA,NA,NA,NA,NA,603,72,142,388,64,12,23,435,599,0,3,NA,NA,NA,13,21,20066,4472,4204,15,68478,59338,2841,NA,68478,NA,NA,68478,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,84,57603,97,70000,55,NA,NA,7,NA,21,4,4885,52,6102,NA,3600,NA,NA,57603,84,NA,6,3618,99,98,12,560,785,NA,1300,102,279,59,845746,29,817,1285,0,27,53,NA,NA,NA,NA,NA,1,"Yes"
"China",2013,122525,106409,16116,631642,1393335,761693,145,960000,17,0,10,501931,261326,240604,6192,2712,2813,828,727,2014,27,27,0,27,0,2739,828,2840,2033,0,NA,NA,NA,NA,NA,601,75,139,387,64,12,23,431,597,0,3,NA,NA,NA,13,21,20066,4472,4204,15,69863,59338,2841,NA,69863,NA,NA,69863,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,83,58449,99,70000,57,NA,NA,7,NA,21,6,6670,53,6649,NA,3600,NA,NA,58449,83,NA,6,3618,99,98,12,589,829,NA,1300,100,277,59,850175,29,817,1419,0,29,58,NA,NA,NA,NA,NA,1,"Yes"
"China",2014,122524,106298,16226,616780,1400320,783540,145,960001,17,0,10,499339,260286,239053,6192,2712,2813,828,727,1999,27,27,0,27,0,2739,828,2840,2018,0,NA,NA,NA,NA,NA,599,77,136,386,64,12,22,428,596,0,3,NA,NA,NA,13,20,20066,4472,4204,15,69863,59338,2841,NA,69863,NA,NA,69863,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,83,58449,99,70000,57,NA,NA,7,NA,21,6,6670,55,7197,NA,3600,NA,NA,58449,83,NA,6,3618,99,98,12,589,829,NA,1300,97,275,58,854605,29,817,1553,0,31,64,NA,NA,NA,NA,NA,1,"Yes"
"China",2015,122524,106298,16226,601919,1407306,805387,146,960001,17,0,10,499339,260286,239053,6192,2712,2813,828,727,1999,27,27,0,27,0,2739,828,2840,2018,0,NA,NA,NA,NA,NA,598,79,133,385,64,13,22,425,594,0,3,NA,NA,NA,13,20,20066,4472,4204,15,69863,59338,2841,NA,69863,NA,NA,69863,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,83,58449,99,70000,57,NA,NA,7,NA,21,6,6670,56,7745,NA,3600,NA,NA,58449,83,NA,6,3618,99,98,12,589,829,NA,1300,94,273,58,854605,29,817,1687,0,33,70,NA,NA,NA,NA,NA,1,"Yes"
"China",2017,122524,106298,16226,601919,1407306,805387,146,960001,17,0,10,499339,260286,239053,6192,2712,2813,828,727,1999,27,27,0,27,0,2739,828,2840,2018,0,NA,NA,NA,NA,NA,598,79,133,385,64,13,22,425,594,0,3,NA,NA,NA,13,20,20066,4472,4204,15,69863,59338,2841,NA,69863,NA,NA,69863,NA,NA,100,30,19369,69,43569,NA,NA,57,36066,83,58449,99,70000,57,NA,NA,7,NA,21,6,6670,56,7745,NA,3600,NA,NA,58449,83,NA,6,3618,99,98,12,589,829,NA,1300,94,273,58,854605,29,817,1687,0,33,70,NA,NA,NA,NA,NA,1,"Yes"
"Colombia",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1962,4972,3532,1440,9410,17500,8090,15,114175,215,0,0,NA,NA,NA,3699,2145,2145,510,510,122571,215,215,0,215,0,2360,510,2360,134857,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1967,5023,3570,1453,9975,20311,10336,17,114175,215,0,0,NA,NA,NA,3699,2145,2145,510,510,105608,215,215,0,215,0,2360,510,2360,116193,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,1620000000,NA,1530000000,NA,NA,NA,"No"
"Colombia",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1972,5068,3588,1480,10527,23147,12620,20,114175,215,0,0,NA,NA,NA,3699,2145,2145,510,510,92669,215,215,0,215,0,2360,510,2360,101957,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,2090000000,NA,NA,NA,NA,NA,"No"
"Colombia",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1977,5146,3666,1480,10828,25905,15077,22,114175,215,0,0,NA,NA,NA,3699,2145,2145,510,510,82803,215,215,0,215,0,2360,510,2360,91102,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1982,5223,3743,1480,11131,29027,17896,25,114175,215,0,0,3474,2771,703,3699,2145,2145,510,510,73897,215,215,0,215,0,2360,510,2360,81304,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,36,9619,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1987,5318,3824,1494,11408,32324,20916,28,114175,215,0,0,3561,2838,723,3699,2145,2145,510,510,66359,215,215,0,215,0,2360,510,2360,73011,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,29,11998,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1992,4900,3070,1830,11572,35559,23987,31,114175,215,0,0,3475,2784,691,3699,2145,2145,510,510,60322,215,215,0,215,0,2360,510,2360,66369,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,24,14107,NA,984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"No"
"Colombia",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,NA,900,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No"
"Colombia",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"No"
